Subscribers, Delay (ms)
4 Subscribers, 242.00
4 Subscribers, 243.00
4 Subscribers, 242.00
4 Subscribers, 263.00
4 Subscribers, 263.00
4 Subscribers, 263.00
4 Subscribers, 263.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 230.00
4 Subscribers, 230.00
4 Subscribers, 230.00
4 Subscribers, 230.00
4 Subscribers, 241.00
4 Subscribers, 241.00
4 Subscribers, 241.00
4 Subscribers, 241.00
4 Subscribers, 265.00
4 Subscribers, 265.00
4 Subscribers, 265.00
4 Subscribers, 265.00
4 Subscribers, 268.00
4 Subscribers, 268.00
4 Subscribers, 268.00
4 Subscribers, 268.00
4 Subscribers, 269.00
4 Subscribers, 269.00
4 Subscribers, 269.00
4 Subscribers, 269.00
4 Subscribers, 293.00
4 Subscribers, 293.00
4 Subscribers, 293.00
4 Subscribers, 293.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 236.00
4 Subscribers, 236.00
4 Subscribers, 236.00
4 Subscribers, 236.00
4 Subscribers, 237.00
4 Subscribers, 237.00
4 Subscribers, 237.00
4 Subscribers, 237.00
4 Subscribers, 240.00
4 Subscribers, 240.00
4 Subscribers, 240.00
4 Subscribers, 240.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 238.00
4 Subscribers, 245.00
4 Subscribers, 245.00
4 Subscribers, 245.00
4 Subscribers, 245.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 271.00
4 Subscribers, 262.00
4 Subscribers, 262.00
4 Subscribers, 262.00
4 Subscribers, 262.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 267.00
4 Subscribers, 267.00
4 Subscribers, 267.00
4 Subscribers, 266.00
4 Subscribers, 292.00
4 Subscribers, 292.00
4 Subscribers, 292.00
4 Subscribers, 292.00
4 Subscribers, 274.00
4 Subscribers, 274.00
4 Subscribers, 274.00
4 Subscribers, 274.00
4 Subscribers, 281.00
4 Subscribers, 281.00
4 Subscribers, 281.00
4 Subscribers, 282.00
4 Subscribers, 269.00
4 Subscribers, 270.00
4 Subscribers, 270.00
4 Subscribers, 269.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 261.00
4 Subscribers, 258.00
4 Subscribers, 258.00
4 Subscribers, 259.00
4 Subscribers, 258.00
4 Subscribers, 276.00
4 Subscribers, 276.00
4 Subscribers, 276.00
4 Subscribers, 276.00
4 Subscribers, 267.00
4 Subscribers, 267.00
4 Subscribers, 267.00
4 Subscribers, 267.00
4 Subscribers, 251.00
4 Subscribers, 251.00
4 Subscribers, 251.00
4 Subscribers, 251.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 264.00
4 Subscribers, 234.00
4 Subscribers, 234.00
4 Subscribers, 234.00
4 Subscribers, 234.00
4 Subscribers, 232.00
4 Subscribers, 232.00
4 Subscribers, 232.00
4 Subscribers, 232.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 255.00
4 Subscribers, 258.00
4 Subscribers, 258.00
4 Subscribers, 258.00
4 Subscribers, 258.00
6 Subscribers, 342.00
6 Subscribers, 342.00
6 Subscribers, 342.00
6 Subscribers, 342.00
6 Subscribers, 343.00
6 Subscribers, 343.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 247.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 246.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 244.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 249.00
6 Subscribers, 269.00
6 Subscribers, 268.00
6 Subscribers, 269.00
6 Subscribers, 269.00
6 Subscribers, 269.00
6 Subscribers, 269.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 270.00
6 Subscribers, 306.00
6 Subscribers, 306.00
6 Subscribers, 306.00
6 Subscribers, 306.00
6 Subscribers, 306.00
6 Subscribers, 306.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 279.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 242.00
6 Subscribers, 243.00
6 Subscribers, 258.00
6 Subscribers, 258.00
6 Subscribers, 258.00
6 Subscribers, 258.00
6 Subscribers, 258.00
6 Subscribers, 258.00
6 Subscribers, 257.00
6 Subscribers, 257.00
6 Subscribers, 257.00
6 Subscribers, 257.00
6 Subscribers, 257.00
