Subscribers,Delay (ms)
4 Subscribers,576.72
4 Subscribers,575.50
4 Subscribers,574.70
4 Subscribers,574.62
4 Subscribers,573.72
4 Subscribers,573.11
4 Subscribers,573.05
4 Subscribers,573.02
4 Subscribers,572.36
4 Subscribers,571.37
4 Subscribers,570.46
4 Subscribers,570.41
4 Subscribers,569.08
4 Subscribers,568.85
4 Subscribers,568.58
4 Subscribers,567.15
4 Subscribers,566.66
4 Subscribers,566.40
4 Subscribers,566.04
4 Subscribers,565.05
4 Subscribers,564.97
4 Subscribers,564.61
4 Subscribers,564.35
4 Subscribers,563.45
4 Subscribers,563.30
4 Subscribers,562.94
4 Subscribers,562.25
4 Subscribers,561.21
4 Subscribers,560.84
4 Subscribers,560.81
4 Subscribers,560.64
4 Subscribers,560.14
4 Subscribers,558.17
4 Subscribers,557.95
4 Subscribers,557.21
4 Subscribers,557.02
4 Subscribers,556.80
4 Subscribers,556.44
4 Subscribers,556.08
4 Subscribers,555.69
4 Subscribers,555.54
4 Subscribers,555.14
4 Subscribers,554.60
4 Subscribers,554.38
4 Subscribers,554.16
4 Subscribers,554.13
4 Subscribers,553.93
4 Subscribers,553.80
4 Subscribers,552.89
4 Subscribers,552.59
4 Subscribers,549.92
4 Subscribers,549.91
4 Subscribers,548.88
4 Subscribers,548.66
4 Subscribers,548.49
4 Subscribers,548.45
4 Subscribers,548.44
4 Subscribers,548.39
4 Subscribers,547.99
4 Subscribers,547.52
4 Subscribers,547.12
4 Subscribers,545.66
4 Subscribers,545.66
4 Subscribers,545.59
4 Subscribers,544.54
4 Subscribers,544.03
4 Subscribers,543.78
4 Subscribers,543.69
4 Subscribers,543.69
4 Subscribers,543.47
4 Subscribers,543.44
4 Subscribers,543.38
4 Subscribers,543.31
4 Subscribers,542.82
4 Subscribers,542.17
4 Subscribers,541.03
4 Subscribers,540.17
4 Subscribers,539.87
4 Subscribers,538.72
4 Subscribers,538.58
4 Subscribers,537.54
4 Subscribers,535.58
4 Subscribers,534.81
4 Subscribers,534.14
4 Subscribers,534.11
4 Subscribers,533.97
4 Subscribers,533.91
4 Subscribers,533.55
4 Subscribers,532.82
4 Subscribers,532.63
4 Subscribers,531.66
4 Subscribers,531.60
4 Subscribers,531.24
4 Subscribers,530.65
4 Subscribers,529.89
4 Subscribers,529.34
4 Subscribers,528.74
4 Subscribers,528.43
4 Subscribers,528.25
4 Subscribers,528.13
4 Subscribers,527.97
4 Subscribers,527.74
4 Subscribers,527.49
4 Subscribers,527.44
4 Subscribers,527.35
4 Subscribers,526.65
4 Subscribers,526.48
4 Subscribers,526.32
4 Subscribers,525.05
4 Subscribers,524.03
4 Subscribers,521.74
4 Subscribers,521.73
4 Subscribers,521.15
4 Subscribers,520.92
4 Subscribers,520.83
4 Subscribers,520.37
4 Subscribers,520.00
4 Subscribers,519.99
4 Subscribers,518.79
4 Subscribers,518.42
4 Subscribers,516.33
4 Subscribers,515.96
4 Subscribers,515.28
4 Subscribers,514.62
4 Subscribers,513.67
