Subscribers,Delay (ms)
4 Subscribers,709.6
4 Subscribers,710.33
4 Subscribers,710.97
4 Subscribers,711.1
4 Subscribers,711.24
4 Subscribers,711.71
4 Subscribers,712.67
4 Subscribers,713.64
4 Subscribers,713.68
4 Subscribers,713.92
4 Subscribers,714.21
4 Subscribers,714.37
4 Subscribers,714.82
4 Subscribers,717.27
4 Subscribers,717.28
4 Subscribers,717.32
4 Subscribers,717.81
4 Subscribers,717.86
4 Subscribers,718.63
4 Subscribers,718.72
4 Subscribers,718.89
4 Subscribers,719.02
4 Subscribers,719.55
4 Subscribers,720.3
4 Subscribers,722.53
4 Subscribers,724.48
4 Subscribers,724.86
4 Subscribers,725.09
4 Subscribers,725.84
4 Subscribers,726.64
4 Subscribers,727.8
4 Subscribers,728.65
4 Subscribers,728.7
4 Subscribers,729.1
4 Subscribers,730.5
4 Subscribers,731.33
4 Subscribers,731.83
4 Subscribers,732.37
4 Subscribers,732.9
4 Subscribers,735.27
4 Subscribers,736.31
4 Subscribers,736.55
4 Subscribers,737.5
4 Subscribers,738.62
4 Subscribers,738.62
4 Subscribers,740.99
4 Subscribers,745.95
4 Subscribers,746.25
4 Subscribers,746.27
4 Subscribers,746.42
4 Subscribers,747.21
4 Subscribers,747.41
4 Subscribers,748.14
4 Subscribers,749.51
4 Subscribers,750
4 Subscribers,751.24
4 Subscribers,754.1
4 Subscribers,754.46
4 Subscribers,756.05
4 Subscribers,756.23
4 Subscribers,758.91
4 Subscribers,759.22
4 Subscribers,759.55
4 Subscribers,759.72
4 Subscribers,759.77
4 Subscribers,760.22
4 Subscribers,760.48
4 Subscribers,760.49
4 Subscribers,761.14
4 Subscribers,761.83
4 Subscribers,761.88
4 Subscribers,762.12
4 Subscribers,762.44
4 Subscribers,763.5
4 Subscribers,764.21
4 Subscribers,764.41
4 Subscribers,764.52
4 Subscribers,764.72
4 Subscribers,764.95
4 Subscribers,764.96
4 Subscribers,765.48
4 Subscribers,765.69
4 Subscribers,765.75
4 Subscribers,767.11
4 Subscribers,767.29
4 Subscribers,767.78
4 Subscribers,768.98
4 Subscribers,769.12
4 Subscribers,769.16
4 Subscribers,770.46
4 Subscribers,770.71
4 Subscribers,771.21
4 Subscribers,771.4
4 Subscribers,771.4
4 Subscribers,771.55
4 Subscribers,772.15
4 Subscribers,772.83
4 Subscribers,772.95
4 Subscribers,774.25
4 Subscribers,774.72
4 Subscribers,774.9
4 Subscribers,775.46
